"Date","GMT","Max_TemperatureC","Mean_TemperatureC","Min_TemperatureC","Dew_PointC","MeanDew_PointC","Min_DewpointC","Max_Humidity","Mean_Humidity","Min_Humidity","Max_Sea_Level_PressurehPa","Mean_Sea_Level_PressurehPa","Min_Sea_Level_PressurehPa","Max_VisibilityKm","Mean_VisibilityKm","Min_VisibilitykM","Max_Wind_SpeedKm_h","Mean_Wind_SpeedKm_h","Max_Gust_SpeedKm_h","Precipitationmm","CloudCover","Events","WindDirDegrees"
2015-01-13,"2015-1-13",12,8,5,10,4,0,88,76,62,1004,1002,1000,10,10,7,34,23,52,0,3,"Rain",241
2015-01-14,"2015-1-14",10,7,4,7,1,-2,82,67,53,1008,1004,993,10,10,7,40,26,76,0,3,"Rain",225
2015-01-15,"2015-1-15",12,9,6,8,3,-3,82,66,49,997,991,987,10,10,5,48,34,76,0,3,"Rain",229
2015-01-16,"2015-1-16",7,4,2,2,0,-2,87,66,53,1013,1004,997,10,10,10,32,21,NA,0,3,"Rain",254
2015-01-17,"2015-1-17",7,3,0,2,-1,-3,81,75,65,1014,1012,1011,10,10,9,23,13,NA,0,2,"Rain",232
2015-01-18,"2015-1-18",5,3,0,3,1,-1,93,84,75,1015,1012,1010,10,9,6,16,6,NA,0,3,"Rain",308
2015-01-19,"2015-1-19",5,2,0,0,-1,-2,93,80,61,1015,1014,1012,10,9,5,11,6,NA,0,4,"",322
2015-01-20,"2015-1-20",5,2,-1,1,-1,-2,100,82,65,1012,1010,1006,10,9,5,21,6,NA,0,3,"",115
2015-01-21,"2015-1-21",4,3,3,1,1,-1,87,84,70,1014,1008,1005,10,9,6,21,16,NA,0,6,"Rain",101
2015-01-22,"2015-1-22",5,2,0,0,-2,-3,87,74,57,1025,1020,1014,10,8,5,14,5,NA,0,4,"",15
2015-01-23,"2015-1-23",8,3,-2,6,-1,-3,93,79,65,1026,1024,1017,10,7,5,26,10,42,0,5,"Rain",224
2015-01-24,"2015-1-24",9,6,3,8,1,-1,93,73,61,1031,1025,1016,10,9,3,26,19,NA,0,4,"Rain",290
2015-01-25,"2015-1-25",9,6,2,5,2,-1,87,77,62,1032,1029,1025,10,10,10,24,14,NA,0,6,"",246
